content,score
"wah parah uang sy di dana ketarik 143.000 oleh aplikasi game, tapi knp bisa ke tarik tanpa sy masukan sandi dana sy, harus nya kan minta persetujuan dari sy dulu, lah ini tanpa masukan sandi uang sy hilang, tolong di perbaiki sistem nya, jgn kirim.uang tanpa kita masukan sandi, perbaiki sistem yg cacat ini, sangat tdk aman",1
apk lemot... ngirim uang bisa tapi bukti nya gabisa di unduh... padahal jaringan bagus banget tpi apk nya yang jelek... kepercayaan seseorang sudah mulai pudar... tolong di evakuasi kembali... thanks,1
"ini kenapa ya kok Dana cicil saya tidak bisa dipakai lagi, padahal saya sudah melunasinya.. dan sekarang disuruh isi data lagi udah gitu susah banget pas mau masukin kode pos alamat KTP tidak bisa aja kenapa ya, padahal saya sudah benar memasuki kode pos nya..",3
sering terjadi error... kehilangan koneksi padahal sinyal luar biasa bagus... buka apa aja bisa... pas mau buka dana langsung sinyal drop total dan koneksi terputus.,1
selamat siang maaf dana saya kok ke potong sendiri kenapa y . padahal saya tidak melakukan transaksi apapun mohon bantuannya saya udah chat via email gak ada respon .mau masuk via chat Diana loginya susah masuknya harus kemana lgy y..ini kan udah di lindungi dana protection.kok bisa lolos begini tolong di perbaiki fi turnya kak.,1
"emang kalo tiap jam 12 malem langsung error yaa?? kalo lagi darurat mau kirim dana gimana dah? gabisa di fixs gitu? udah berkali kali loh ini, update terus masalahnya kaga ilang ilang",2
"uang tertahan 24 jam bahkan sampai saat ini blm bisa terkirim di apk ini padhal lagi butuh urgent, mungkin bagi kalian nominal 500 tidak banyak tapi bagi saya itu cukup banyak. apk sangt tidak rekomemdasi",1
saya kasih full 5 biar muncul ini penilaian jadi saya punya akun lama tidak bisa di akses dan disuruh pemindahan akun semua sudah selesai tapi saldo di akun lama tidak ikut pindah dan disuruh nunggu sampai 7hari dan sudah hari terakhir saya nunggu saldo juga belum diproses,5
"aplikasi setan !! sudah 2 kali kehilangan uang dengan jumlah yang tidak sedikit.. tidak pernah melakukan transaksi apapun tapi saldo malah hilang , tidak berlangganan dengan aplikasi apapun juga saldo ilang.. komplain kemana aplikasi ini... yang belum punya aplikasi ini jangan instal aplikasi ini",1
"saya top-up di counter transaksi berhasil tapi saldo tidak masuk, saya udah chat CS nya sudah saya kirimkan bukti transaksi tapi di minta nomer rekening bank nya kan aneh udah jelas² sudah saya kirim bukti TRANSAKSI/ SETRUK nya padahal",5
"hati hati saldo kita hilang sendiri padahal kita tidak melakukan transaksi apa apa,sampai sekarang akun dana saya masih begitu..setiap isi saldo pasti berkurang,riwayat Transaksi nya pun ada padahal saya tidak melakukan transaksi apa apa..PT hotel murah,sangat meresah kan..sudah minta tolong ke ""Diana""pun tidak bisa mengatasinya..hadeehh😌😌",1
"ni aplikasi makin kesini makin jelek amat. transaksi di pending, katanya nunggu 24 jam, setelah 24 Jam eh malah nunggu lagi 3 Hari kerjaa. hadeeh Dana dana makin kesini bukanya makin bagus malah makin jelek amat.",1
"tidak ada jaminan keamanan sama sekali, sudah 3X saldo hilang dan tidak ada solusi Harusnya pengurangan saldo verifikasi dulu tidak asal acc potong saldo sangat minim keamanan rentan saldo hilang Kirim saldo salah nomor juga hilang",1
"Salam hormat kepada PT. Espay Debit Indonesia Koe. Aplikasi DANA sangat membantu saya. Namun HP saya hilang dan akun masih terdaftar di perangkat tersebut, sementara KTP sudah digunakan. Saat mencoba memindahkan akun ke HP baru, prosesnya selalu gagal. Apakah fitur pemindahan akun tidak berfungsi? Jika tidak, adakah solusi lain yang bisa saya lakukan? Terima kasih.",4
"saya sarankan memakai kode akses untuk membuka akun apk dana, saya mencoba ke hp lain untuk mendownload apk ini, untuk membuka akun saya dengan klik lupa password pun bisa, jd keamanannya kurang menurutku",3
"aplikasi dana semakin hancur pihak css lambat ngasih pertanyaan diputar"" terus saldo sering hilang terkirim sendiri dan pihak css tidak ada tanggapan yang serius",1
"aplikasi maling,isi saldo yg pertama gak bisa diapa2in. hanya bisa buat beli pulsa. setelah dibantu pihak dana,cs dana nyuruh isi saldo sebesar isi saldo pertama. dan terkesan memaksa,sehari bisa wa berkali kali. akhirnya saya isi tp nominal kecil,dan ajaib gak sampai 1 jam,saldo saya malah raib. cs malah ngatain saldo segitu tidak cukup.padahal di cek kesalahan sistem,giliran saldo saya minta jawabannya kurang ajar bgt",1
"ini kenapa ga bisa ngeklaim dsna poin padahal mau tak tuker ke voucher saldo dana tapi selalu ada bacaan hadiah abis, ini penipuan atau gimana? saya stay dari jam 9:55 nunggu jam. 10:00 pas tapi pas saya mau tukerin selalu habis saya kira pak buru buru ternyata tetap aja saya udah duluan tapi ada bacanya habis tolong di perbaiki lagi🙏,dan kasih tau mulainya dari jam brp saya stay jam 9:55 blm mulai hadiah tukernya, tapi pas saya jam 10:00pas eh malah bacaan hadia abis tolong dong yang jelas 🙏",3
"kapok pake dana masa topup 100k uang nya baru di pake 65k sisa nya gatau kenapa di log ga ada cetetan 35k nya kemana, asisten ga ngebantu malah berbelit, pas cetak aktivasi ternyata transaksi double entry di beberapa tanggal",1
"terimakasih banyak sangat mudah di gunakan,tapi tolong waktu untuk penukaran dari acara perlu di perhatikan,masa saya seakan telat terus engak pernah sempat mengambil penukaran",4
"Min tolong kalo login untuk nomer yang sudah tidak aktif mohon untuk tidak dikasih kode otp, verifikasi wajah dan pin sudah cukup karna sangat menyusahkan bagi user dana untuk login kembali mohon dibantu",3
"saya mau login tapi nomor hp udah ga aktif,masa mau login udah pake pin udah vertifikasi muka tetep mesti pake vertifikasi lewat WA/SMS padahal udah ga aktif,udah pake pin sama muka juga,giliran udah masuk mau ganti nomor hp yang masih aktif tetep mesti pake vertifikasi nomor hp lama, heran lama lama nih aplikasi",1
"kenapa saat mau transfer ke rakening bank baru malah di alihkan ke ""ambil jalan pintas coba pakai sekarang"" terus malah sesi kadaluarsa dan tidak bisa transfer ini bagaimana sebelumnya tidak pernah ada kendala di dana",1
"pertama kali kecewa sama dana,order di lazada pilih metode bayar pake qris,saya scan lewat dana tapi pas cek aplikasi lazada masih belom dibayar padahal saldonya udah dipotong mana di riwayat transaksi nya,jamnya beda lagi,pas isi dana sama pembayaran ke lazadanya tolong diperbaiki ya,kalo bisa balikin saldo saya, lumayan gede soalnya",1
"Aplikasi masih bermasalah dilogin ga bisa dibuka terus berhenti udh Update Aplikasi dana, hapus cache, restart hp dan hapus instal ulang ga ada ngaruhnya hasil nihil😔",1
"sangat membantu saya karena ribettuk kirim2,tapi sejak punya 2 aplikasi dana dgn 1 no KTP saya berkendala upgrade ke premium,dah di coba ber ulang2 sampai malas nyoba nya lagi ..gimana nih dana,bantu donk..",5
"dapat fitur dana cicil tapi ga bisa di pake percuma,sekarang buat beli token listrik ga bisa,pakai belanja di tokopedia jg gagal karna Alasan keamanan,kalo gini terus gimana saya bisa belanja pake dana cicil,tolong bantuannya,chat ke Diana malah loading ga bisa ke buka buka,saya mesti komplen kemana,padahal saya butuh dana cicil 😔 🙄",2
entah servernya lgi sibuk atau apa tapi terimakasih dana yg sudah saya tranfer ke shopeepay yg belum masuk sudah kembali.. untuk pihak dana semoga jangan sampai terjadi lagi kasus seperti ini agar tidak mengkhawatirkan cust yg lain. karna ini bukan transaksi dengan nominal yg kecil. Terimakasih dana atas responnya,5
"tapi itu nggak adil harus nya nggak harus cepat cepat siapa yg cepat harus nya di kasih koata satu orang pengguna bisa yg kusus up premium berbayar kecewa banget ,dah berbayar up premium tapi habis koata nya ,",1
"Apa coba,stuck Logo mulu,update udah,hapus cache udah,memory ga penuh,di uninstall terus install lagi udah bisa buka,habis itu stuck lagi di Logo,masa sih harus uninstall lalu install ulang terus menerus",1
"ini kenapa apk gak bisa di buka mau kirim juga gak bisa, padahal apk sudah di update, perbaiki apk nya dari kemarin error gak jelas. Ini gimana uang sudah masuk tapi gak bisa buka fitur kirim, mau kirim gak bisa di buka, apk kamprett",1
"tolong dong dana ini kenapa tiba-tiba aplikasinya gabisa di buka yaa, udah dari semalam gitu terus padahal mau transaksi. mohon secepatnya di perbaiki dong soalnya saya sangat butuh ini",4
kecewa dengan dana stop untuk invest di dana+ giliran mau tarik saldo harus menggunakan verifikasi wajah & selalu tdk terdeteksi. tdk bisa menggunakan pin. tolong di perbaiki lagi,1
"gajelas lama lama, saya mulai ada dana cicil sudah 1 tahunan lebih limit tetap 100rb sampai sekarang. kemudian DANA INSTAN saya ada limit 300rb semua cicilan sudah saya byar mau memakai lagi kok tidak bisa sudah 1 bulan lebih gajelas bener.",1
"udah ngumpulin point , saat mau ditukar hadiah selalu habis anehh !! , makin kesini saya makin kurang respect pada apk dana ini , seperti nya saya harus ganti ke apk lain aja dech . maaf bintang aq turunin jadi 1 . makasih !!",1
"kasih bintang 5 biar di baca, masih ada kendala saat mau transfer lewat Qris TPI muncul ""fitur sekarang belum bisa di gunakan"" perbaikin min",5
"ini gmna sihhh, 2hrian saya coba trs menerus buka dana tpi ttp ngestuck dihalaman awal yg biru itu. pdhl saya sdh patuhi smua perintah nya, disuru bersihin cache saya bersihkan, disuru cari jaringan yg bagus saya jga turutin! tp knpa ttp gbsa dibuka sih aduhh. saya lgi butuh bgt sm saldo yg ada di dana nya! aduh merepotkan",1
aplikasi kocakkk kenapa saldo saya tiba tiba ada transaksi tidak jelass padahal ini udah saya pake pin lohh tapi kenapa ada aja transaksi GK jelas dan saldo ku pun semakin berkurang saya sangat sangat kecewaaaaa,1
"aplikasi terbaik sebagai dompet digital, transaksi cepat dan sangat mudah dimengerti. terimakasih Dana Dompet Digital sudah bersama saya dan menemani saya selama ini, dalam bertransaksi.",5
tolong perbaiki sistem nya secepat nya jgn bilang nya beberapa menit tau nya berjam jam saya mau tarik uang ga bisa bisa karena sistem nya katanya sedang penuh saya mau tarik uang,1
"Aplikasi Sampah, Tidak bisa menjaga uang Client,Difitur pembayaran otomatis tidak ada konfirmasi 2x jika benar benar ingin berlangganan di website Dengan metode pembayaran dana Melalui Goggle Pay",1
"uang saya yang ada di sana selalu hilang ntah kemana, dengan jumlah yang sangat besar, saya sangat kecewa... saya tidak melakukan transaksi sama sekali tiba tiba uang yang ada di sana hilang lebih dari 50ribu",1
"Halo CS Dana Saya mengalami masalah transaksi gagal ke QR GoPay merchant, saldo Dana saya sudah terpotong tapi uang tidak masuk ke merchant. Transaksi [18 maret 2026 jam 13:35]. Mohon bantuan untuk cek dan proses pengembalian dana. Terima kasih.""",2
"GAJELAS BET, orang udah ada KTP pencahayaan bagus mana ga bisa bisa ini juga nyediain customer service ga jelas kayak udah di progam kemana saya ga bisa ngapa ngapain kalo Dananya ga prem kebanyakan sistem nya kacau mempersulit orang untuk ke premium kedepannya di perbaikin lagi jangan kayak gini",1
knp susah sekali di daftar kan ulang aplikasinya tidak bisa di premiumkan. tolonglah harus d perbaiki aplikasinya. saya sudah daftarkan dana tp blm premium lalu saya premium kan gk bisa. gmn caranya it kk,3
akun yang lama gak bisa di balikan lagi pdhl aku punya saldo nya tapi kok gak bisa di kembalikan yahh parahh banget pdhl verifikasi muka nya udh benar tapi harus ad otp nya aku udh hilang no yang lama nyaa kecewa banget 😭,4
"kenapa tidak ada opsi pengiriman otp lewat whatsapp, kartunya sudah hilang tapi nomor masih di pake di whatsapp, ga bisa login, uanga masih ada di akun",1
"dana tidak aman, masa tiba tiba ada transaksi yang tidak diketahui lalu dipotong otomatis dana nya. padahal saya tidak berlangganan apapun untuk memotong otomatis dari dana. sudahlah blokir saja Dana jangan mau pake apk gak jelas ini ! sistem bisanya cuma mohon maaf mohon maaf atas kendala ! tapi tidak ada penyelesaian!!!! balikin saldo gue !!",1
cuman aplikasi dana yang terbaik dari apk pambayaran yg lain. bisa tidak ya sama mendapatkan dana saya lagi karena saya tidak bisa login karena nomor yg terdaftar sudah hilang😭😭😭,5
Kasih bintang 5 biar terbaca. tolong lah min kita punya poin udah banyak bgt tp untuk tukar hadiah gak bisa karna stock sudah habis. tolong di tambah lg stock nya karna thx,5
"sengaja di kasih bintang 5 semoga di baca apk dana pilih kasih banget sayah pemakaian udah lama sering kali transaksi, transaksi nyah juga Samapi hampir mau limit udah coba ngcht ke cs di apk dana harus begitu² cara nyah udah di turutin tetap ajah gak ada dana cicil nyah bukan masalah pengen² banget dana cicil tapi kenapa gitu teman² saya mah ada fitur dana cicil nyah sayah mah engga jadi kan sayah iri gitu",5
"kasi bintang 1 karna buru2 ada kerpeluan mau bayar pakei dana eeh malah tidak bisa melakukan pembayaran dengan alasan ada kendala pada bank nomor tujuan, padahal bank yg di tuju baik2 sja, tdk ada kendala",1
"tuker dana poin ternyata bohong yaa saya tuker poin tepat jam 9,59 -10,00 gak bisa pasti habis dari awal ada sampai sekarang habis hanya untuk menarik pelanggan. gak komit hapus apk mengecewakan",1
"kenapa sekarang aplikasi dana ini eror terus , dan tidak bisa di buka. padahal saldo ku di aplikasi dana ini ada 500 ribu. sangat kecewa, tolong min balikin uang ku. udah versi terbaru tetep aja eror terus.",1
"uninstall akun Dana apa saldo bisa hilang.sudah 4hari akun saya ngebug.tolong segera diatasi,soalnya urgent mau saya ambil saldonya.mohon bantuannya pihak Dana,akun sudah saya hapus chace sudah update sudah restart device juga.tapi tetap ngebug",3
keamanan dana sekarang kurang ya ada transaksi yang saya ga tau tapi di setujui oleh pihak dana dan gada notifikasi apapun atas transaksi itu tidak bisa di refund lagi hadehh kecewa banget nihh,1
"akun saya tidak bisa masuk dikarenakan jaringan bermasalah, saya coba ubah ke wifi namun tetap sama, saya cek di perizinan jaringan sudah menyala namun tetap tidak bisa login ke akun dana saya",3
Pas mau daftar kok gak bisa ya waktu itu saya mau daftar nah disuruh masukin no telpon udah bener dan berkali kali saya coba masukin tapi pas saya pencet lanjutkan gak terjadi apa apa ini kenapa ya,1
"payah orng gw udah beli kuota harga 15k pas ngebayar nya mah bisa lancar tapi gak masuk"" ada kendala katanya tapi udah hampir 4 jam belum juga bisa uang udah kesedot kuota gak dapet payah",1
"fitur bantuan di apk dana fungsinya buat apa?? dibantuin juga engga. yang ada cuma diwawancarai doang. orang lagi kena musibah ditipu orang engga dibantu malah diwawancarai. misal di bantu pengurangan dana pada merchant apa gimana gitu gaada samsek, ga guna bgt anjg",1
aplikasi nya simpel nggak ribet bagus juga cepet tapi kadang ketika log out trus login lagi harus pake kode otp dan kadang nggak padahal hpnya sama jadi kenapa harus pake otp tiap login,4
masih berfungsi nggak sih sebenernya fitur dana instan itu!! suruh bayar tagihan doang tpi nggak bisa di tarik limit nya!! payah sekali,1
"DANA tolong kembalikan uang saya,saya sudah menghubungi custumer care DANA,tapi tidak ada solusi,data2 saya sudah saya kirimkan untuk verifikasi berkali2,kenapa akun saya malah ditutup,dan e-ktp saya diblacklist. saya tidak masalah akun saya di tutup atau ktp saya di blacklist,tapi kembalikan dulu sisa saldo di akun saya.",1
aplikasi dana memang sangat mudahkan bagi pengunanya terimakasih. saya suka dan semoga bermanfaat untuk yg mengunakan aplikasi ini,5
aplikasi nya sangat membantu sekali saya kasi bintang 5🌟 saran saya untuk kedepan nya terus perbarui apk nya,5
aplikasi ini bagus untuk transfer uang cepat dan tidak punya biaya,5
semua bisa sangat membantu transfer pun tanpa biaya admin keren,5
membantu Kami Dalam Bertransaksi Dan Memudahkan Dalam Aktifitas Keseharian. Seiring Dengan Berjalannya Waktu Yg Semua Skrng Hampir 50% Serba Di Gital Maka Aplikaai Ini Sangat Membantu Untuk Saya.,5
sayang ada potongan nya kalo ngga premium ngga bisa di tarikh saya kasih 4 bintang ya,4
"hpus aja dana cicil di akun saya dari pada tidak bisa di pakai limit jg ada kok gak bisa di pake BURUK Limit masih ada cicilan masih panjang ,HPUS AJA DANA CICIL GAK GUNA",1
aplikasi dana ini sangat membantu saya jadi lebih mudah dan cepat melakukan pembayaran dan menabung,5
